"Dept","Course num","Section num","Prof","Title","Author","ISBN","Status"
"HIS","183B","01","POLECRITTI","For Solo Violin: A Jewish Childhood In Fascist Italy Ed: 1 St Yr: 2002","Zargani","9780967967530","Required",
"HIS","183B","01","POLECRITTI","Italian Resistance Ed: 1 St Yr: 2009","Behan","9780745326948","Required",
"HIS","183B","01","POLECRITTI","Mussolini's Italy Ed: 1 St Yr: 2006","Bosworth","9780143038566","Required",
"HIS","183B","01","POLECRITTI","Naples '44 Ed: 1 St Yr: 2005","Lewis","9780786714384","Required",
"HIS","194K","01","HECKMAN","Jews And The Left Ed: 1 St","Mendes","9781137008299","Required",
"HIS","196G","01","KEHLER","Bismarck Ed: 2 Nd Yr: 2014","Feuchtwanger","9780415724784","Required",
"HIS","196G","01","KEHLER","Black Earth Ed: 1 St Yr: 2015","Snyder","9781101903452","Required",
"HIS","196G","01","KEHLER","Burned Bridge: How East And West Germans Made The Iron Curta Ed: 1 St","Sheffer","9780199314614","Required",
"HIS","196G","01","KEHLER","German Into Nazis Ed: 1 St Yr: 1998","Fritzsche","9780674350922","Required",
"HIS","196G","01","KEHLER","Imperial Germany & The Great War, 1914 1918 Ed: 3 Rd Yr: 2014","Chickering","9781107691520","Required",
"HIS","196G","01","KEHLER","Kaiser Wilhelm Ii : A Concise Life Ed: 1 St Yr: 2014","Rohl","9781107420779","Required",
"HIS","196G","01","KEHLER","People's State Ed: 1 St Yr: 2005","Fulbrook","9780300144246","Required",
"HIS","196G","01","KEHLER","Third Reich Ed: 1 St Yr: 2008","Kitchen","9781405801690","Required",
"HIS","196G","01","KEHLER","Weimar Germany New & Expd Ed Ed: 1 St Yr: 2013","Weitz","9780691157962","Required",
"HIS","202","01","O'MALLEY","Bodies In Contact Ed: 1 St Yr: 2005","Ballantyne","9780822334675","Required",
"HIS","202","01","O'MALLEY","Devil's Milk Ed: 1 St Yr: 2011","Tully","9781583672310","Required",
"HIS","202","01","O'MALLEY","Empires In World History Ed: 1 St Yr: 2010","Burbank","9780691152363","Required",
"HIS","202","01","O'MALLEY","Global Crisis Ed: 1 St Yr: 2014","Parker","9780300208634","Required",
"HIS","202","01","O'MALLEY","Great Divergence Ed: 1 St Yr: 2000","Pomeranz","9780691090108","Required",
"HIS","202","01","O'MALLEY","Origins Of The Modern World Ed: 3 Rd Yr: 2015","Marks","9781442212404","Required",
"HIS","202","01","O'MALLEY","Primer For Teaching World History Ed: 1 St Yr: 2012","Burton","9780822351887","Required",
"HIS","202","01","O'MALLEY","World & A Very Small Place In Africa Ed: 3 Rd Yr: 2010","Wright","9780765624840","Required",
"ITAL","001B","01","PRENCIPE","Prego! An Invitation To Italian  *Loose Leaf Version Ed: 1 St Yr: 2011","Lazzarino","9780077527815","Optional",
"ITAL","001B","01","PRENCIPE","Prego: Invitation To Italian Lab Man Ed: 8 Th Yr: 2012","Lazzarino","9780077382483","Optional",
"ITAL","001B","01","PRENCIPE","Prego: Invitation To Italian Wkbk Ed: 8 Th Yr: 2012","Lazzarino","9780077382513","Optional",
"ITAL","001B","01","PRENCIPE","Prego: Italian Txbk & Wrbk Bundle Ed: 7 Th Yr: 2008","Lazzarino","9780073496337","Optional",
"ITAL","003","01","CENTINEO","Prego! An Invitation To Italian  *Loose Leaf Version Ed: 1 St Yr: 2011","Lazzarino","9780077527815","Optional",
"ITAL","003","01","CENTINEO","Prego! Loose Leaf Book & Workb00 K *Italian Bundle For 1,2,&3 Ed: 8 Th","Lazzarino Textbook W/Workbook","9780077885212","Optional",
"ITAL","003","01","CENTINEO","Prego: Invitation To Italian Lab Man Ed: 8 Th Yr: 2012","Lazzarino","9780077382483","Optional",
"ITAL","003","01","CENTINEO","Prego: Invitation To Italian Wkbk Ed: 8 Th Yr: 2012","Lazzarino","9780077382513","Optional",
"ITAL","006","01","PRENCIPE","Crescendo (W/Cd) Ed: 2 Nd Yr: 2007","Italiano","9780470425855","Optional",
"ITAL","006","01","PRENCIPE","Crescendo Bundle Txtbk & Lab/Wkbk Ed: 2 Nd Yr: 2007","Italiano","9780470426104","Optional",
"JAPN","003","02/03","BOHN","Genki: Integrated Course In Elem Japanese 2 (W/Cd) Ed: 2 Nd Yr: 2011","Banno","9784789014434","Required",
"JAPN","003","02/03","BOHN","Genki: Integrated Course In Elem Japanese 2 Wkbk (W/Cd Only) Ed: 2 Nd Yr: 2011","Banno","9784789014441","Required",
"JAPN","006","ALL","FUJITA","Integrated Approach To Intermediate Japanese (W/2 Cd'sonly) Ed: 1 St Yr: 2008","Miura","9784789013079","Required",
"JAPN","006","ALL","FUJITA","Integrated Approach To Intermediate Japanese Wkbk Ed: 1 St Yr: 2008","Miura","9784789013086","Required",
"LALS","060","01","TAFT","Circulation Of Children Ed: 1 St Yr: 2008","Leinaweaver","9780822341970","Required",
"LALS","060","01","TAFT","Whose Child Am I? Ed: 1 St Yr: 2015","Terrio","9780520281493","Required",
"LALS","100B","01","RAMIREZ","Beast Ed: 1 St Yr: 2014","Martinez","9781781682975","Required",
"LALS","100B","01","RAMIREZ","Dreamers Ed: 1 St Yr: 2013","Nicholls","9780804788847","Required",
"LALS","100B","01","RAMIREZ","Lynching In The West Ed: 1 St Yr: 2006","Gonzales Day","9780822337942","Required",
"LALS","100B","01","RAMIREZ","Salvadoran Imaginaries Ed: 1 St Yr: 2014","Rivas","9780813564616","Required",
"LALS","115","01","FELIX","Terrorizing Latina/O Immigrants Ed: 1 St Yr: 2015","Sampaio","9781439912867","Required",
"LALS","115","01","FELIX","Transforming Citizenship: Democracy, Membership, And Belongi Ed: 1 St","Rocco","9781611861334","Required",
"LALS","124","01","SEARA","Brazil Reader Ed: 1 St Yr: 1999","Levine","9780822322900","Required",
"LALS","143","01","PATEL","Race & Ethnicity In Society Ed: 4 Th Yr: 2016","Higginbotham","9781305093898","Required",
"LALS","144","01","ARREDONDO","Building With Our Hands Ed: 1 St Yr: 1993","Dela Torre","9780520070905","Required",
"LALS","144","01","ARREDONDO","From Out Of The Shadows 10 Th Anniv Ed Ed: 1 St Yr: 2008","Ruiz","9780195374773","Required",
"LALS","144","01","ARREDONDO","Songs My Mother Sang To Me Ed: 1 St Yr: 1992","Martin","9780816513291","Required",
"LALS","144","01","ARREDONDO","Unspeakable Violence Ed: 1 St Yr: 2011","Guidotti Hernan","9780822350750","Required",
"LALS","194U","01","FELIX","Drug War Capitalism Ed: 1 St","Paley","9781849351935","Required",
"LALS","194U","01","FELIX","Rebel Mexico Ed: 1 St Yr: 2015","Pensado","9780804797252","Required",
"LALS","194U","01","FELIX","Rural Resistance In The Land Of Zapata Ed: 1 St Yr: 2008","Padilla","9780822343196","Required",
"LALS","194V","01","ARREDONDO","Alien Nation Ed: 1 St Yr: 2014","Young","9781469612966","Required",
"LALS","194V","01","ARREDONDO","Backroads Pragmatists Ed: 1 St Yr: 2014","Flores","9780812246209","Required",
"LALS","194V","01","ARREDONDO","Seeking Refuge Ed: 1 St Yr: 2006","Garcia","9780520247017","Required",
"LALS","203","01","TAFT","Everyday Revolutions Ed: 1 St Yr: 2012","Sitrin","9781780320496","Required",
"LALS","203","01","TAFT","Resource Extraction And Protest In Peru Ed: 1 St Yr: 2014","Arce","9780822963097","Required",
"LALS","203","01","TAFT","Who Can Stop The Drums? Ed: 1 St Yr: 2010","Fernandes","9780822346777","Required",
"LALS","203","01","TAFT","Women In War Ed: 1 St Yr: 2013","Viterna","9780199843657","Required",
"LALS","203","01","TAFT","Dispersing Power Ed: 1 St Yr: 2010","Zibechi","9781849350112","Recommended",
"LATN","100","01","LYNN","Cambridge Latin Course Unit 4 (Ed: Pope) Ed: 5 Th Yr: 2015","Cambridge","9781107693272","Required",
"LGST","106","01","BENSON","Black Marxism W/New Preface Ed: 1 St Yr: 2000","Robinson","9780807848296","Required",
"LGST","106","01","BENSON","Counterrevolution And Revolt Ed: 1 St Yr: 1989","Marcuse","9780807015339","Required",
"LGST","106","01","BENSON","Marx Engels Reader Ed: 2 Nd Yr: 1978","Tucker","9780393090406","Required",
"LGST","106","01","BENSON","Methodology Of The Oppressed Ed: 1 St Yr: 2000","Sandoval","9780816627370","Required",
"LGST","106","01","BENSON","Nineteen Eighty Four (Rack Size) Ed: 1 St Yr: 1961","Orwell","9780451524935","Required",
"LGST","106","01","BENSON","Power & Powerlessness Ed: 1 St Yr: 1980","Gaventa","9780252009853","Required",
"LGST","111A","01","OLNEY","Constitutional Law For Changing Amer: Short Course Ed: 6 Th Yr: 2015","Epstein","9781483307800","Required",
"LING","080D","01","WAGERS","Infinite Gift Ed: 1 St Yr: 2006","Yang","9781451612998","Required",
"LING","101","01","MESTER","Introductory Phonology Ed: 1 St Yr: 2009","Hayes","9781405184113","Required",
"LING","154","01","MCGUIRE","Language In The Usa Ed: 1 St Yr: 2004","Finegan","9780521777476","Required",
"LIT","080O","01","CONNERY","24/7 : Late Capitalism And The Ends Of Sleep Ed: 1 St Yr: 2013","Crary","9781781683101","Required",
"LIT","080O","01","CONNERY","Capitalist Realism (Zero Books) Ed: 1 St Yr: 2009","Fisher","9781846943171","Required",
"LIT","080U","01","GREENE","Art Of Stillness: Adventures In Going Nowhere Ed: 1 St Yr: 2014","Pico","9781476784724","Required",
"LIT","080U","01","GREENE","Autobiography Of Red Ed: 1 St Yr: 1998","Carson","9780375701290","Required",
"LIT","080U","01","GREENE","Candide (Trans: Butt) Ed: 1 St Yr: 1947","Voltaire","9780140440041","Required",
"LIT","080U","01","GREENE","Consolations (Many Rivers Press) Ed: 1 St","Whyte","9781932887341","Required",
"LIT","080U","01","GREENE","Demian Ed: 1 St Yr: 2000","Hesse","9780486414133","Required",
"LIT","080U","01","GREENE","Haroun And The Sea Of Stories Ed: 1 St Yr: 1991","Rushdie","9780140157376","Required",
"LIT","080U","01","GREENE","Letters To A Young Poet Ed: 1 St Yr: 1986","Rilke","9780394741048","Required",
"LIT","080U","01","GREENE","Song Of Myself Ed: 1 St Yr: 2001","Whitman","9780486414102","Required",
"LIT","080U","01","GREENE","Symposium Ed: 1 St Yr: 1989","Plato","9780872200760","Required",
"LIT","080U","01","GREENE","Turn Of The Screw Ed: 1 St Yr: 2000","James","9780486266848","Required",
"LTCR","052","01","THOMAS","Coming Through Slaughter Ed: 1 St Yr: 1996","Ondaatje","9780679767855","Required",
"LTCR","194B","01","PERKS","All The Birds In The Sky Ed: 1 St Yr: 2016","Anders","9780765379948","Required",
"LTCR","194B","01","PERKS","Magicians Ed: 1 St Yr: 2009","Grossman","9780452296299","Required",
"LTCR","194B","01","PERKS","Portable Veblen Ed: 1 St Yr: 2016","Mckenzie","9781594206856","Required",
"LTCR","194B","01","PERKS","The Miniature Wife: And Other Stories Ed: 1 St Yr: 2014","Gonzalez","9781594632273","Required",
"LTEL","190F","01","PERKS","Gone Girl Ed: 1 St Yr: 2012","Flynn","9780307588371","Required",
"LTEL","190F","01","PERKS","Room Ed: 1 St Yr: 2010","Donoghue","9780316098328","Required",
"LTEL","190F","01","PERKS","Sovereignty & Goodness Of God Ed: 1 St Yr: 1997","Rowlandson","9780312111519","Required",
"LTEL","190F","01","PERKS","Terror Dream Ed: 1 St Yr: 2008","Faludi","9780312428006","Required",
"LTEL","190F","01","PERKS","Untamed State Ed: 1 St Yr: 2014","Gay","9780802122513","Required",
"LTFR","134","01","GODZICH","Cahier D'un Retour Au Pays Natal (Pres Afric) Ed: 1 St Yr: 2000","Cesaire","9782708704206","Required",
"LTFR","134","01","GODZICH","Discours Sur Le Colonialsme (Presence Africaine) Ed: 1 St Yr: 2000","Cesaire","9782708705319","Required",
"LTFR","134","01","GODZICH","Ecrire La <<Parole De Nuit>>: La Nouvelle Litterature Antill Ed: 1 St","Folio","9782070328321","Required",
"LTFR","134","01","GODZICH","En Attendant La Montee Des Eaux Ed: 1 St","Conde","9782266212724","Required",
"LTFR","134","01","GODZICH","Governeurs De La Rosee Ed: 1 St","Roumain","9782843046636","Required",
"LTFR","134","01","GODZICH","Hadriana Dans Tous Mes Reves Ed: 1 St","Depestre","9782070382729","Required",
"LTFR","134","01","GODZICH","Le Discours Antillais Ed: 1 St","Glissant","9782070746224","Required",
"LTFR","134","01","GODZICH","Pluie Et Vent Sur Telumee Miracle (Points) Ed: 1 St Yr: 2000","Schwarz Bart","9782020239257","Required",
"LTFR","234","01","GODZICH","Cahier D'un Retour Au Pays Natal (Pres Afric) Ed: 1 St Yr: 2000","Cesaire","9782708704206","Required",
"LTFR","234","01","GODZICH","Discours Sur Le Colonialsme (Presence Africaine) Ed: 1 St Yr: 2000","Cesaire","9782708705319","Required",
"LTFR","234","01","GODZICH","Ecrire La <<Parole De Nuit>>: La Nouvelle Litterature Antill Ed: 1 St","Folio","9782070328321","Required",
"LTFR","234","01","GODZICH","En Attendant La Montee Des Eaux Ed: 1 St","Conde","9782266212724","Required",
"LTFR","234","01","GODZICH","Governeurs De La Rosee Ed: 1 St","Roumain","9782843046636","Required",
"LTFR","234","01","GODZICH","Hadriana Dans Tous Mes Reves Ed: 1 St","Depestre","9782070382729","Required",
"LTFR","234","01","GODZICH","Le Discours Antillais Ed: 1 St","Glissant","9782070746224","Required",
"LTFR","234","01","GODZICH","Pluie Et Vent Sur Telumee Miracle (Points) Ed: 1 St Yr: 2000","Schwarz Bart","9782020239257","Required",
"LTGE","159","01","NYGAARD","Der Besuch Der Alten Dame (Diogenes) Ed: 1 St Yr: 2000","Durrenmatt","9783257230451","Required",
"LTGE","159","01","NYGAARD","Der Gestiefelte Kater (Reclam) Ed: 1 St Yr: 2000","Tieck","9783150089163","Required",
"LTGE","159","01","NYGAARD","Der Schmied Seines Gluckes Ed: 1 St","Keller","9783150061756","Required",
"LTGE","159","01","NYGAARD","Gesammelte Olivenkerne Ed: 1 St","Schami","9783423127714","Required",
"LTGE","159","01","NYGAARD","Minna Von Barnhelm (Reclam) Ed: 1 St Yr: 2000","Lessing","9783150000106","Required",
"LTIN","103","01","LYNN","Cicero: Pro Marco Caelio Ed: 1 St Yr: 2013","Dyck","9781107643482","Required",
"LTIN","103","01","LYNN","Clodia Metelli: The Tribune's Sister Ed: 1 St Yr: 2011","Skinner","9780195375015","Optional",
"LTIN","103","01","LYNN","New College Latin & English Dictionary Rev & Updtd Ed: 1 St Yr: 2007","Traupman","9780553590128","Optional",
"LTIT","170A","01","COGGESHALL","Contemporary Italian Women Poets Ed: 1 St Yr: 2009","Blum","9780934977173","Required",
"LTIT","170A","01","COGGESHALL","Twentieth Century Italian Poetry Ed: 1 St Yr: 1993","Picchione","9780802073686","Required",
"LTPR","102","01","DEVECKA","Aesop's Fables (Trans: Gibbs) Ed: 1 St Yr: 2008","Aesop","9780199540754","Required",
"LTPR","102","01","DEVECKA","Case Of The Animals Versus Man Ed: 1 St Yr: 2012","Goodman","9780199642519","Required",
"LTPR","102","01","DEVECKA","Golden Ass (Trans: Walsh) Ed: 1 St Yr: 2008","Apuleius","9780199540556","Required",
"LTPR","102","01","DEVECKA","Metamorphoses Ed: 1 St Yr: 2008","Ovid","9780199537372","Required",
"LTPR","102","01","DEVECKA","Natural History, V. Iii: Books 8 11 Ed: 1 St","Pliny","9780674993891","Required",
"LTSP","152","01","FONT","Don Gil De Las Calzas Verdes Ed: 1 St","De Molina","9781589770997","Required",
"LTSP","152","01","FONT","El Burlador De Sevilla Ed: 1 St Yr: 2003","Mccaw","9781589770102","Required",
"LTSP","152","01","FONT","El Medico De Su Honra (Ed: Kirby) Ed: 1 St Yr: 2007","Calderon","9781589770423","Required",
"LTSP","152","01","FONT","El Perro Del Hortelano Ed: 1 St","Vega","9781589770782","Required",
"LTSP","152","01","FONT","Fuente Ovejuna (Ed: Wyszynski)(Cervantes & Co) Ed: 1 St Yr: 2003","Vega","9781589770089","Required",
"LTWL","117","01","STAFF","A Shot In The Cathedral Ed: 1 St","Bencastro","9781558851641","Required",
"LTWL","117","01","STAFF","City Of Palaces Ed: 1 St","Nava","9780299299101","Required",
"LTWL","117","01","STAFF","Dreaming In Cuban Ed: 1 St Yr: 1992","Garcia","9780345381439","Required",
"LTWL","117","01","STAFF","Mother Tongue Ed: 1 St Yr: 1994","Martinez","9780345416568","Required",
"LTWL","117","01","STAFF","El Reinode Este Mundo Ed: 1 St","Carpentier","9789561315075","Pick One",
"LTWL","117","01","STAFF","Kingdom Of This World Ed: 1 St Yr: 1989","Carpentier","9780374530112","Pick One",
"MATH","003","01","BHATTACHARYA","Mymathlab/Mystatlab Student Access Code (New Only) Ed: 1 St Yr: 2000","Pearson","9780321199911","Pick One",
"MATH","003","01","BHATTACHARYA","Ucsc Custom  Math 003 W/ Access Code (2015) Ed: 3 Rd","Sullivan Math 003 Fall 15","9781269836623","Pick One",
"MATH","011A","01","MIGLIORE","Biocalculus Loose Leaf Book W/Homework Code Ed: 1 St","Stewart Math 011 A&amp;B","9781305297814","Required",
"MATH","011B","01","MIGLIORE","Biocalculus Loose Leaf Book W/Homework Code Ed: 1 St","Stewart Math 011 A&amp;B","9781305297814","Required",
"MATH","019A","01","BAUERLE","Calculus Hardback Ed. W/ Homewk Code 12 Month W/Ebk Ed: 2 Nd Yr: 2012","Rogawski","9781464144080","Optional",
"MATH","019A","01","BAUERLE","Calculus Paperback Ed W/ 12 Month Homewk Code Ed: 2 Nd Yr: 2012","Rogawski","9781464143151","Optional",
"MATH","019A","01","BAUERLE","Single Variable Calculus Early Transcendentals Ed: 2 Nd Yr: 2012","Rogawski","9781429231831","Optional",
"MATH","019B","01","BOLTJE","Calculus Hardback Ed. W/ Homewk Code 12 Month W/Ebk Ed: 2 Nd Yr: 2012","Rogawski","9781464144080","Optional",
"MATH","019B","01","BOLTJE","Calculus Paperback Ed W/ 12 Month Homewk Code Ed: 2 Nd Yr: 2012","Rogawski","9781464143151","Optional",
"MATH","021","01","SUH","Linear Algebra W/Appl Ed: 5 Th Yr: 2013","Bretscher","9780321796974","Pick One",
"MATH","021","01","SUH","Linear Algebra W/Applications   Loose Leaf Version Ed: 5 Th Yr: 2013","Bretscher 3 Hole Punch","9780321796943","Pick One",
"MATH","023A","01","TROMBA","Vector Calc Loose Leaf Version Ed: 1 St","Marsden","9781464131936","Optional",
"MATH","023A","01","TROMBA","Vector Calculus Ed: 6 Th Yr: 2012","Marsden","9781429215084","Optional",
"MATH","023A","01","TROMBA","Vector Calculus S.G. W/Sol Man Ed: 6 Th Yr: 2012","Marsden","9781429231091","Optional",
"MATH","023B","01","MITCHELL","Vector Calculus Ed: 6 Th Yr: 2012","Marsden","9781429215084","Recommended",
"MATH","023B","01","MITCHELL","Vector Calculus S.G. W/Sol Man Ed: 6 Th Yr: 2012","Marsden","9781429231091","Recommended",
"MATH","024","01","KATZNELSON","Elementary Diff Custom Ed Spring Quarter 2016 Ed: 10 Th Yr: 2014","Boyce/Tamanoi","9781118959381","Required",
"MATH","100","01","COOPERSTEIN","Mathematical Proofs Ed: 3 Rd Yr: 2013","Chartrand","9780321797094","Required",
"MATH","103A","01","LEWIS","Complex Variables Ed: 1 St Yr: 1972","Flanigan","9780486613888","Required",
"MATH","105B","01","GOETZ","Way Of Analysis Ed: 1 St Yr: 2000","Strichartz","9780763714970","Required",
"MATH","106","01","LEWIS","Differential Equations, Dynamic Sys & Intro To Chaos Ed: 3 Rd Yr: 2013","Hirsch*Print On Demand Title","9780123820105","Required",
"MATH","111B","01","STEELE","Topics In Algebra Ed: 2 Nd Yr: 1975","Herstein","9780471010906","Required",
"MATH","128A","01","MONTGOMERY","Euclid's Elements (Trans: Heath) Ed: 1 St Yr: 2002","Euclid","9781888009194","Optional",
"MATH","128A","01","MONTGOMERY","Four Pillars Of Geometry Ed: 1 St","Stillwell","9780387290522","Optional",
"MATH","134","01","DASGUPTA","Intro To Cryptography With Coding Theory Ed: 2 Nd Yr: 2006","Trappe","9780131862395","Required",
"MATH","202","01","DASGUPTA","Abstract Algebra Ed: 3 Rd Yr: 2004","Dummit","9780471433347","Required",
"MATH","206","01","LIN","Functional Analysis, Sobolev Spaces & Partial Differential E Ed: 1 St Yr: 2010","Brezis","9780387709130","Required",
"MATH","206","01","LIN","Principles Of Functional Analysis Ed: 2 Nd Yr: 2001","Schechter","9780821828953","Recommended",
"MATH","210","01","TAMANOI","Algebraic Topology Ed: 1 St","Hatcher","9780486466644","Recommended",
"MATH","223B","01","STEELE","Algebraic Geometry Ed: 1 St Yr: 1977","Hartshorne","9780387902449","Required",
"MATH","240A","01","BOLTJE","Character Theory Of Finite Groups Ed: 1 St Yr: 1994","Isaacs","9780486680149","Required",
"MATH","254","01","GOETZ","Riemannian Geometry And Geometric Analysis Ed: 1 St","Jost","9783642212970","Required",
"MERR","038","01","MANN","Leadership For A Better World Ed: 1 St Yr: 2009","Komives","9780470449493","Required",
"MERR","090","01","ROTKIN","Leftmost City Ed: 1 St","Gendron","9780813344386","Required",
"MERR","090","01","ROTKIN","Writing Ethnographic Fieldnotes Ed: 2 Nd Yr: 2011","Emerson","9780226206837","Required",
"METX","119","01","FONG","Microbiology With Connect Access Card Ed: 10 Th","Prescott/Metx 119 01","9781259910432","Recommended",
"METX","119","01","FONG","Prescotts Microbiology (Ucsc Custom) Ed: 9 Th Yr: 2014","Willey","9781259170515","Recommended",
"METX","119","01","FONG","Prescotts Microbiology Metx 119 Ed: 1 St","Willey","9780077774509","Recommended",
"METX","135","01","CAMPS","Ucsc Custom   Functional Anatomy W/ Connect Plus Ed: 1 St","Saladin","9781308102368","Required",
"MUSC","011D","01","KUMIKO","World Music (W/3 Cd's) Ed: 3 Rd Yr: 2012","Miller","9780415808231","Required",
"MUSC","015","01","JONES","Basic Materials In Music Theory Ed: 12 Th Yr: 2010","Harder","9780205654208","Required",
"MUSC","015","01","JONES","Basic Materials In Music Theory Ed: 10 Th Yr: 2003","Harder","9780130993335","Pick One",
"MUSC","015","01","JONES","Basic Materials In Music Theory Ed: 10 Th Yr: 2003","Harder","9780130993335","Pick One",
"MUSC","015","01","JONES","Basic Materials In Music Theory Ed: 9 Th Yr: 2000","Harder","9780205295845","Pick One",
"MUSC","015","01","JONES","Basic Materials In Music Theory Ed: 9 Th Yr: 2000","Harder","9780205295845","Pick One",
"MUSC","030C","01","LEIKIN","Anthology For Musical Analysis: The Common Practice Period Ed: 1 St Yr: 2015","Burkhart","9781285778389","Required",
"MUSC","030C","01","LEIKIN","Tonal Harmony Ed: 7 Th Yr: 2013","Kostka","9780078025143","Required",
"MUSC","080V","01","FIORE","Read The Beatles Ed: 1 St Yr: 2006","Sawyers","9780143037323","Required",
"MUSC","080V","01","FIORE","Hard Day's Write New & Updtd Ed: 1 St Yr: 2005","Turner","9780060844097","Optional",
"MUSC","080V","01","FIORE","Revolution In The Head Ed: 3 Rd Yr: 2007","Macdonald","9781556527333","Recommended",
"OAKS","150","01","LONGO","Excluded Ed: 1 St Yr: 2013","Serano","9781580055048","Required",
"OAKS","150","01","LONGO","Queer History Of The United States Ed: 1 St Yr: 2011","Bronski","9780807044650","Required",
"OAKS","150","01","LONGO","Transgender History Ed: 1 St Yr: 2008","Stryker","9781580052245","Required",
"OCEA","001","01","MCCARTHY","Ocean 001 Custom Ed: 1 St","Sverdrup Kudela","9781259911422","Required",
"OCEA","080B","01","LAM","Global Warming *Print On Demand *Not Returnable Ed: 1 St","Archer","9781119286653","Required",
"OCEA","120","01","LAMBORG","Principles & Applications Of Aquatic Chemistry (Rev) Ed: 1 St Yr: 1993","Morel","9780471548966","Required",
"OCEA","120","01","LAMBORG","Aquatic Chemistry Ed: 3 Rd Yr: 1996","Stumm","9780471511854","Optional",
"PHIL","022","01","DREISBACH","Elements Of Moral Philosophy Ed: 8 Th Yr: 2015","Rachels","9780078119064","Required",
"PHIL","022","01","DREISBACH","Rulebook For Arguments Ed: 4 Th Yr: 2009","Weston","9780872209541","Required",
"PHIL","107","01","FAIN","Beyond Good & Evil Ed: 1 St Yr: 1989","Nietzsche","9780679724650","Required",
"PHIL","107","01","FAIN","Intro To The Philosophy Of History Ed: 1 St Yr: 1989","Hegel","9780872200562","Required",
"PHIL","107","01","FAIN","Marx Engels Reader Ed: 2 Nd Yr: 1978","Tucker","9780393090406","Required",
"PHIL","107","01","FAIN","Phenomenology Of Spirit Ed: 1 St Yr: 1977","Hegel","9780198245971","Required",
"PHYS","005C","01","SHER","Iclicker&Remote  6 Month Access To Iclicker Ed: 1 St Yr: 2015","Mps","9781498601085","Required",
"PHYS","005C","01","SHER","Physics For Sci & Engr Ed: 4 Th Yr: 2008","Giancoli","9780132275590","Pick One",
"PHYS","005C","01","SHER","Physics For Sci & Engr W/Mod Physics Vol Ii Ed: 4 Th Yr: 2008","Giancoli","9780132273596","Pick One",
"PHYS","005C","01","SHER","Physics For Sci & Engr W/Mod Physics Vol Iii Ed: 4 Th Yr: 2009","Giancoli","9780132274005","Optional",
"PHYS","005C","01","SHER","Physics For Scientists & Engineers *Loose Leaf Version Ed: 4 Th","Giancoli Full Textbook","9780321666680","Pick One",
"PHYS","005C","01","SHER","Physics For Scientists & Engineers Vol. 3 W/Mp Access Code Ed: 1 St","Giancoli","9780136139256","Optional",
"PHYS","006A","01","SCHLESINGER","Mastering Physics (Homework Code) With Etext (Ebook) 14 E Ed: 1 St","Young &amp; Freedman","9780133978216","Pick One",
"PHYS","006A","01","SCHLESINGER","Sears & Zemansky's Univ Phys Vol 1 Ed: 13 Th Yr: 2012","Young","9780321733382","Optional",
"PHYS","006A","01","SCHLESINGER","University Physics (Vol. 1) With Mastering Physics & Etext Ed: 1 St","Young &amp; Freedman S/Modern Phys","9780134209586","Pick One",
"PHYS","006B","01","BAILEY","Phys 006 B 01 Mastering Physics Access Code (No Etext) Ed: 13 Th Yr: 2013","Access Code","9781323319086","Pick One",
"PHYS","006B","01","BAILEY","Phys 006 B Access Code With Etext Mastering Physics Ed: 3 Rd Yr: 2013","Access Code","9781323334041","Pick One",
"PHYS","006B","01","BAILEY","Physics For Scientists & Engineers V. 2&3 W/Mp Package Ed: 1 St","Knight W/Masteringphysics Hmwk","9780321918772","Pick One",
"PHYS","006B","01","BAILEY","Physics For Scientists & Engr Vol 2 Ed: 3 Rd Yr: 2013","Knight","9780321753182","Pick One",
"PHYS","006B","01","BAILEY","Physics For Scientists & Engr Vol 3 Ed: 3 Rd Yr: 2013","Knight","9780321753175","Pick One",
"PHYS","116B","01","RAMIREZ","Mathematical Methods In Physical Sciences Ed: 3 Rd Yr: 2006","Boas","9780471198260","Required",
"PHYS","139A","01","RITZ","Intro To Quantum Mechanics Ed: 2 Nd Yr: 2005","Griffiths","9780131118928","Required",
"PHYS","160","01","NILSEN","Art Of Electronics Ed: 3 Rd Yr: 2015","Horowitz","9780521809269","Required",
"PHYS","160","01","NILSEN","Student Manual For Art Of Electronics Ed: 1 St Yr: 1989","Hayes","9780521377096","Required",
"POLI","004","01","MATHIOWETZ","Abolition Of White Democracy Ed: 1 St Yr: 2004","Olson","9780816642786","Required",
"POLI","106","01","BENSON","Black Marxism W/New Preface Ed: 1 St Yr: 2000","Robinson","9780807848296","Required",
"POLI","106","01","BENSON","Counterrevolution And Revolt Ed: 1 St Yr: 1989","Marcuse","9780807015339","Required",
"POLI","106","01","BENSON","Marx Engels Reader Ed: 2 Nd Yr: 1978","Tucker","9780393090406","Required",
"POLI","106","01","BENSON","Methodology Of The Oppressed Ed: 1 St Yr: 2000","Sandoval","9780816627370","Required",
"POLI","106","01","BENSON","Nineteen Eighty Four (Rack Size) Ed: 1 St Yr: 1961","Orwell","9780451524935","Required",
"POLI","106","01","BENSON","Power & Powerlessness Ed: 1 St Yr: 1980","Gaventa","9780252009853","Required",
"POLI","111A","01","OLNEY","Constitutional Law For Changing Amer: Short Course Ed: 6 Th Yr: 2015","Epstein","9781483307800","Required",
"POLI","119","01","AMBUTTER","Fun Home Ed: 1 St Yr: 2006","Bechdel","9780618871711","Required",
